externallogid,source,timestamp,timestamp_tzinfo,value
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:39:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:38:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:37:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:36:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:35:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:34:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:33:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:32:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:31:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:30:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:29:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:28:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:27:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:26:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:25:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:24:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:23:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:22:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:21:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:20:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:19:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:18:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:17:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:16:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:15:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:14:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:13:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:12:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:11:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:10:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:09:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:08:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:07:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:06:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:05:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:04:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:03:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:02:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:01:48,248,0.0
4754,/TM023_4_22_1.-103C/Lon/Net/Rum 1.401/PIR_activity_1.401,2024-01-01 01:00:48,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:59:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:58:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:57:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:56:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:55:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:54:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:53:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:52:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:51:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:50:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:49:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:48:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:47:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:46:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:45:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:44:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:43:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:42:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:41:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:40:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:39:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:38:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:37:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:36:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:35:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:34:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:33:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:32:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:31:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:30:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:29:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:28:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:27:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:26:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:25:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:24:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:23:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:22:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:21:06,248,0.0
4813,/TM023_4_22_1.-103C/Lon/Net/Rum 1.365/PIR_activity_1.365,2024-01-01 01:20:06,248,0.0
