timestamp,RoomA:Light__level__ceiling,RoomA:Light__manual_on_off_signal,RoomA:People__amount,RoomA:Sensor__CO2,RoomA:Sensor__room_temperature,RoomA:Window__opened_closed,RoomA_is_occupied
2023-04-10 20:20:00,1.905546188,0.0,0.0,425.0,22.61000061,0.0,0
2023-04-10 20:25:00,1.897188664,0.0,0.0,425.0,22.61000061,0.0,0
2023-04-10 20:30:00,1.910001397,0.0,0.0,425.0,22.61000061,0.0,0
2023-04-10 20:35:00,1.902697086,0.0,0.0,425.0,22.61000061,0.0,0
2023-04-10 20:40:00,1.867326737,0.0,0.0,425.0,22.61000061,0.0,0
2023-04-10 20:45:00,1.930758715,0.0,0.0,425.0,22.44000053,0.0,0
2023-04-10 20:50:00,1.963597536,0.0,0.0,425.0,22.54000092,0.0,0
2023-04-10 20:55:00,1.903494597,0.0,0.0,425.0,22.57999992,0.0,0
2023-04-10 21:00:00,1.896056533,0.0,0.0,425.0,22.48999977,0.0,0
2023-04-10 21:05:00,1.89819169,0.0,0.0,425.0,22.57999992,0.0,0
2023-04-10 21:10:00,1.90974474,0.0,0.0,425.0,22.44000053,0.0,0
2023-04-10 21:15:00,1.941280842,0.0,0.0,425.0,22.48999977,0.0,0
2023-04-10 21:20:00,1.925670743,0.0,0.0,425.0,22.55999947,0.0,0
2023-04-10 21:25:00,2.023986816,0.0,0.0,425.0,22.54000092,0.0,0
2023-04-10 21:30:00,1.965940237,0.0,0.0,425.0,22.54000092,0.0,0
2023-04-10 21:35:00,1.949095488,0.0,0.0,425.0,22.37999916,0.0,0
2023-04-10 21:40:00,1.964988112,0.0,0.0,425.0,22.57999992,0.0,0
2023-04-10 21:45:00,2.094284535,0.0,0.0,425.0,22.65999985,0.0,0
2023-04-10 21:50:00,1.919229507,0.0,0.0,425.0,22.46999931,0.0,0
2023-04-10 21:55:00,1.957433581,0.0,0.0,425.0,22.44000053,0.0,0
2023-04-10 22:00:00,1.94939816,0.0,0.0,425.0,22.39999962,0.0,0
2023-04-10 22:05:00,1.954747319,0.0,0.0,425.0,22.44000053,0.0,0
2023-04-10 22:10:00,2.021281481,0.0,0.0,425.0,22.61000061,0.0,0
2023-04-10 22:15:00,1.953547835,0.0,0.0,425.0,22.44000053,0.0,0
2023-04-10 22:20:00,1.937643051,0.0,0.0,425.0,22.42000008,0.0,0
2023-04-10 22:25:00,2.000871658,0.0,0.0,425.0,22.42000008,0.0,0
2023-04-10 22:30:00,1.965118408,0.0,0.0,425.0,22.46999931,0.0,0
2023-04-10 22:35:00,1.973195434,0.0,0.0,425.0,22.46999931,0.0,0
2023-04-10 22:40:00,1.910205364,0.0,0.0,425.0,22.39999962,0.0,0
2023-04-10 22:45:00,1.913019419,0.0,0.0,425.0,22.54000092,0.0,0
2023-04-10 22:50:00,1.865845919,0.0,0.0,425.0,22.44000053,0.0,0
2023-04-10 22:55:00,1.929952741,0.0,0.0,425.0,22.42000008,0.0,0
2023-04-10 23:00:00,1.934636474,0.0,0.0,425.0,22.46999931,0.0,0
2023-04-10 23:05:00,1.911766172,0.0,0.0,425.0,22.42000008,0.0,0
